,time,open,high,low,close,adjcp,volume,tic,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,split_val
39,2022-05-20,1128.0,1134.800048828125,1114.75,1130.9000244140625,1130.9000244140625,2461651.0,TECHM.NS,0.0,,,,,,1130.9000244140625,1130.9000244140625,29.43000030517578,1.0
40,2022-05-20,2139.89990234375,2155.550048828125,2129.199951171875,2137.050048828125,2137.050048828125,1017542.0,TITAN.NS,0.0,,,,,,2137.050048828125,2137.050048828125,29.43000030517578,1.0
41,2022-05-20,6165.0,6165.0,6064.2001953125,6128.64990234375,6128.64990234375,374540.0,ULTRACEMCO.NS,0.0,,,,,,6128.64990234375,6128.64990234375,29.43000030517578,1.0
42,2022-05-20,818.0,828.0,803.5,808.25,808.25,2235524.0,UPL.NS,0.0,,,,,,808.25,808.25,29.43000030517578,1.0
43,2022-05-20,462.0,462.20001220703125,455.0,459.6000061035156,459.6000061035156,6365956.0,WIPRO.NS,0.0,,,,,,459.6000061035156,459.6000061035156,29.43000030517578,1.0
44,2022-05-23,3109.949951171875,3109.949951171875,3109.949951171875,3109.949951171875,3109.949951171875,0.0,ASIANPAINT.NS,0.0,3109.949951171875,3109.949951171875,,66.66666666666302,,3109.949951171875,3109.949951171875,29.43000030517578,1.0
45,2022-05-23,673.0999755859375,673.0999755859375,673.0999755859375,673.0999755859375,673.0999755859375,0.0,AXISBANK.NS,0.0,673.0999755859375,673.0999755859375,,66.66666666666849,,673.0999755859375,673.0999755859375,29.43000030517578,1.0
46,2022-05-23,3787.800048828125,3787.800048828125,3787.800048828125,3787.800048828125,3787.800048828125,0.0,BAJAJ-AUTO.NS,0.0,3787.800048828125,3787.800048828125,,-66.66666666665584,,3787.800048828125,3787.800048828125,29.43000030517578,1.0
47,2022-05-23,12561.7001953125,12561.7001953125,12561.7001953125,12561.7001953125,12561.7001953125,0.0,BAJAJFINSV.NS,0.0,12561.7001953125,12561.7001953125,,-66.66666666661649,,12561.7001953125,12561.7001953125,29.43000030517578,1.0
48,2022-05-23,5769.60009765625,5769.60009765625,5769.60009765625,5769.60009765625,5769.60009765625,0.0,BAJFINANCE.NS,0.0,5769.60009765625,5769.60009765625,,-66.66666666667899,,5769.60009765625,5769.60009765625,29.43000030517578,1.0
49,2022-05-23,687.9000244140625,687.9000244140625,687.9000244140625,687.9000244140625,687.9000244140625,0.0,BHARTIARTL.NS,0.0,687.9000244140625,687.9000244140625,,66.66666666666667,,687.9000244140625,687.9000244140625,29.43000030517578,1.0
50,2022-05-23,978.4000244140625,978.4000244140625,978.4000244140625,978.4000244140625,978.4000244140625,0.0,CIPLA.NS,0.0,978.4000244140625,978.4000244140625,,66.66666666666731,,978.4000244140625,978.4000244140625,29.43000030517578,1.0
51,2022-05-23,4249.10009765625,4249.10009765625,4249.10009765625,4249.10009765625,4249.10009765625,0.0,DRREDDY.NS,0.0,4249.10009765625,4249.10009765625,,66.66666666666585,,4249.10009765625,4249.10009765625,29.43000030517578,1.0
52,2022-05-23,2707.800048828125,2707.800048828125,2707.800048828125,2707.800048828125,2707.800048828125,0.0,EICHERMOT.NS,0.0,2707.800048828125,2707.800048828125,,66.66666666666667,,2707.800048828125,2707.800048828125,29.43000030517578,1.0
53,2022-05-23,1488.3499755859375,1488.3499755859375,1488.3499755859375,1488.3499755859375,1488.3499755859375,0.0,GRASIM.NS,0.0,1488.3499755859375,1488.3499755859375,,-66.66666666666332,,1488.3499755859375,1488.3499755859375,29.43000030517578,1.0
54,2022-05-23,1028.8499755859375,1028.8499755859375,1028.8499755859375,1028.8499755859375,1028.8499755859375,0.0,HCLTECH.NS,0.0,1028.8499755859375,1028.8499755859375,,66.66666666665957,,1028.8499755859375,1028.8499755859375,29.43000030517578,1.0
55,2022-05-23,2201.60009765625,2201.60009765625,2201.60009765625,2201.60009765625,2201.60009765625,0.0,HDFC.NS,0.0,2201.60009765625,2201.60009765625,,66.66666666666433,,2201.60009765625,2201.60009765625,29.43000030517578,1.0
56,2022-05-23,1320.949951171875,1320.949951171875,1320.949951171875,1320.949951171875,1320.949951171875,0.0,HDFCBANK.NS,0.0,1320.949951171875,1320.949951171875,,66.66666666666846,,1320.949951171875,1320.949951171875,29.43000030517578,1.0
57,2022-05-23,2590.14990234375,2590.14990234375,2590.14990234375,2590.14990234375,2590.14990234375,0.0,HEROMOTOCO.NS,0.0,2590.14990234375,2590.14990234375,,66.66666666666252,,2590.14990234375,2590.14990234375,29.43000030517578,1.0
58,2022-05-23,429.1000061035156,429.1000061035156,429.1000061035156,429.1000061035156,429.1000061035156,0.0,HINDALCO.NS,0.0,429.1000061035156,429.1000061035156,,66.66666666666667,,429.1000061035156,429.1000061035156,29.43000030517578,1.0
59,2022-05-23,2325.949951171875,2325.949951171875,2325.949951171875,2325.949951171875,2325.949951171875,0.0,HINDUNILVR.NS,0.0,2325.949951171875,2325.949951171875,,66.66666666666667,,2325.949951171875,2325.949951171875,29.43000030517578,1.0
60,2022-05-23,709.5499877929688,709.5499877929688,709.5499877929688,709.5499877929688,709.5499877929688,0.0,ICICIBANK.NS,0.0,709.5499877929688,709.5499877929688,,66.66666666666498,,709.5499877929688,709.5499877929688,29.43000030517578,1.0
61,2022-05-23,896.5,896.5,896.5,896.5,896.5,0.0,INDUSINDBK.NS,0.0,896.5,896.5,,66.66666666666474,,896.5,896.5,29.43000030517578,1.0
62,2022-05-23,1455.1500244140625,1455.1500244140625,1455.1500244140625,1455.1500244140625,1455.1500244140625,0.0,INFY.NS,0.0,1455.1500244140625,1455.1500244140625,,-66.66666666668111,,1455.1500244140625,1455.1500244140625,29.43000030517578,1.0
63,2022-05-23,116.94999694824219,116.94999694824219,116.94999694824219,116.94999694824219,116.94999694824219,0.0,IOC.NS,0.0,116.94999694824219,116.94999694824219,,-66.66666666666471,,116.94999694824219,116.94999694824219,29.43000030517578,1.0
64,2022-05-23,280.0,280.0,280.0,280.0,280.0,0.0,ITC.NS,0.0,280.0,280.0,,66.66666666664918,,280.0,280.0,29.43000030517578,1.0
65,2022-05-23,631.0999755859375,631.0999755859375,631.0999755859375,631.0999755859375,631.0999755859375,0.0,JSWSTEEL.NS,0.0,631.0999755859375,631.0999755859375,,66.66666666666464,,631.0999755859375,631.0999755859375,29.43000030517578,1.0
66,2022-05-23,1829.1500244140625,1829.1500244140625,1829.1500244140625,1829.1500244140625,1829.1500244140625,0.0,KOTAKBANK.NS,0.0,1829.1500244140625,1829.1500244140625,,66.66666666666477,,1829.1500244140625,1829.1500244140625,29.43000030517578,1.0
67,2022-05-23,1610.0999755859375,1610.0999755859375,1610.0999755859375,1610.0999755859375,1610.0999755859375,0.0,LT.NS,0.0,1610.0999755859375,1610.0999755859375,,66.66666666666767,,1610.0999755859375,1610.0999755859375,29.43000030517578,1.0
68,2022-05-23,638.4000244140625,638.4000244140625,638.4000244140625,638.4000244140625,638.4000244140625,0.0,LUPIN.NS,0.0,638.4000244140625,638.4000244140625,,66.66666666666194,,638.4000244140625,638.4000244140625,29.43000030517578,1.0
69,2022-05-23,903.7999877929688,903.7999877929688,903.7999877929688,903.7999877929688,903.7999877929688,0.0,M&M.NS,0.0,903.7999877929688,903.7999877929688,,66.66666666666666,,903.7999877929688,903.7999877929688,29.43000030517578,1.0
